x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
3.8918366761769354e6,4.3430844467142755e6,4.1036805638220077e6,3.6781520564629356e6,4.188523876981288e6,4.3592426193992775e6,4.286434914860901e6,4.786996645068098e6,4.962646186346568e6,3.7553238597648437e6,4.604318011080498e6,3.9585797950014826e6,3.9205576751857786e6,3.6524407875382565e6,4.824518770503947e6,4.824518770503947e6,4.487751682181868e6,4.7000053323601335e6
3.7951498447985207e6,4.450416201588476e6,4.0730675154989623e6,3.6966770725386688e6,4.126788212146026e6,4.432195394491836e6,4.280628050536695e6,4.577213533573528e6,5.005412051828761e6,3.7232266497718627e6,4.660924460749737e6,3.910614415598453e6,4.0080527957772478e6,3.8161050874624876e6,4.825560618250097e6,4.825560618250097e6,4.504389925101812e6,4.859110113931472e6
3.902321083420104e6,4.331491016462677e6,4.035082687175918e6,3.599521848614402e6,4.1441574173107636e6,4.518757609584395e6,4.452594496212489e6,4.667405162078956e6,4.832695117310952e6,3.823821479778882e6,4.613475400418976e6,4.013203466195423e6,4.064926676368716e6,3.6846146573867192e6,4.749765835996248e6,4.749765835996248e6,4.506284608021757e6,4.814640355502813e6
3.8022318920416883e6,4.219087021336878e6,4.1493534688528725e6,3.7169988346901354e6,4.267283312475502e6,4.536989094676954e6,4.413331091888284e6,4.643901260584387e6,5.0331036627931455e6,3.8886915297859022e6,4.737561990088216e6,3.9677898567923945e6,4.063393376960186e6,3.6608656273109494e6,4.6912663837424e6,4.6912663837424e6,4.446936810941702e6,4.7605305770741515e6
3.9085525406632726e6,4.381423596211079e6,4.0688391405298277e6,3.5730611607658686e6,4.1672710976402396e6,4.560607649769512e6,4.365845317564078e6,4.609623219089816e6,4.976350498275337e6,3.7675658997929213e6,4.749087169757454e6,4.017642327389365e6,3.980770497551655e6,3.697224957235181e6,4.795796681488551e6,4.795796681488551e6,4.405734933861645e6,4.769080928645491e6
3.894939999284856e6,4.291985531085279e6,4.221102942206782e6,3.617103876841602e6,4.1285013628049763e6,4.436507074862072e6,4.286887713239872e6,4.592073447595247e6,4.882454903757528e6,3.614684909799942e6,4.573766079426693e6,3.8554143579863356e6,4.1414163581431247e6,3.633214667159412e6,4.897208149234701e6,4.897208149234701e6,4.44817440678159e6,4.7195076302168295e6
3.92810990790644e6,4.29015823595948e6,4.312407793883737e6,3.517113352917335e6,4.260416687969714e6,4.43744322995463e6,4.345442158915665e6,4.586998996100676e6,4.97313733923972e6,3.7280385898069614e6,4.488607529095932e6,3.890239738583307e6,3.945381478734594e6,3.8297684470836427e6,4.783703876980851e6,4.783703876980851e6,4.323614709701534e6,4.798656951788168e6
3.9000373365280246e6,4.30902863083368e6,4.207509885560693e6,3.6357244589930684e6,4.185922173134452e6,4.556327865047189e6,4.427529594591459e6,4.577671594606106e6,4.981879604721912e6,3.8411087398139806e6,4.489358568765171e6,3.9097544991802773e6,3.9509364293260635e6,3.5967742770078736e6,4.897307134727003e6,4.897307134727003e6,4.534471002621478e6,4.786509613359508e6
3.8847236151496083e6,4.36277321570788e6,4.1559156172376475e6,3.714924895068802e6,4.280695068299189e6,4.383460130139749e6,4.398189740267253e6,4.635257273111536e6,5.014154860204104e6,3.801356219821001e6,4.655691128434409e6,3.915659819777248e6,3.8595241199175324e6,3.7771668469321043e6,4.834838262473154e6,4.834838262473154e6,4.5094303355414225e6,4.799879974930848e6
3.842758073771192e6,4.320684660582081e6,4.218300408914602e6,3.6379003011445347e6,4.228882953463927e6,4.385813935232307e6,4.362895755943047e6,4.516487291616967e6,4.975831145686297e6,3.91300871982802e6,4.698971668103647e6,3.9638111103742183e6,3.9807593105090014e6,3.812392056856336e6,4.8248224402193045e6,4.8248224402193045e6,4.370127078461368e6,4.803043256502188e6
3.8957750823927764e6,4.280864345456283e6,4.157066120591557e6,3.6192828872202686e6,4.282543998628665e6,4.520009190324865e6,4.240558061618841e6,4.601008320122396e6,5.037877051168488e6,3.7351770898350393e6,4.715600387772887e6,3.896282160971189e6,3.900688201100471e6,3.6896910567805674e6,4.811687787965456e6,4.811687787965456e6,4.567090401381311e6,4.786926498073527e6
3.7911494110143604e6,4.319865370330483e6,4.0686129522685125e6,3.5578524432960013e6,4.184232963793402e6,4.584456065417425e6,4.352416147294636e6,4.544614938627826e6,4.941429686650679e6,3.827266019842059e6,4.6338441974421255e6,3.9900817815681593e6,3.8951854816919398e6,3.825852946704799e6,4.812729635711606e6,4.812729635711606e6,4.624273434301255e6,4.790089779644866e6
3.8302734496359434e6,4.245737925204684e6,4.0941388439454674e6,3.6710764793717344e6,4.17466681895814e6,4.484172010509985e6,4.258431452970429e6,4.708240837133256e6,4.947903712132873e6,3.983999789849079e6,4.740351927111364e6,3.924537542165131e6,3.9049933822834096e6,3.6756495366290305e6,4.7868361334577575e6,4.7868361334577575e6,4.416355917221199e6,4.747604731216204e6
3.825450338257528e6,4.1752963700788845e6,4.034038675622422e6,3.622688415447468e6,4.042332184122878e6,4.492196415602542e6,4.503832168646223e6,4.5245424856386855e6,4.790780927615064e6,3.7165726798560983e6,4.6495227767806025e6,3.932994632762102e6,3.9502425328748785e6,3.7321394965532613e6,4.964800701203909e6,4.964800701203909e6,4.529110830141143e6,4.8057728327875445e6
3.8384896168791116e6,4.498110924953084e6,4.0899022772993767e6,3.7013217915232014e6,4.0889049792876155e6,4.237672040695102e6,4.415801604322016e6,4.584396404144116e6,4.908115183097256e6,3.9674384098631185e6,4.654243236449842e6,3.9272752233590716e6,3.9385021534663485e6,3.6593397764774924e6,4.752627988950059e6,4.752627988950059e6,4.512576063061087e6,4.777747814358883e6
3.815237055500696e6,4.307169119827285e6,4.029235048976332e6,3.499827527598935e6,4.1675166644523535e6,4.519869955787661e6,4.379657029997812e6,4.511841812649545e6,4.964774018579449e6,3.8902599298701375e6,4.61104712611908e6,4.0372360539560425e6,3.9117346840578173e6,3.7714016164017236e6,4.7811722466962105e6,4.7811722466962105e6,4.484983625981031e6,4.666364975930223e6
3.87931173412228e6,4.276988824701486e6,4.1551305606532875e6,3.626661003674668e6,4.1281798696170906e6,4.496139000880219e6,4.4450161956736045e6,4.587006351154976e6,5.07813885406164e6,3.8221544098771573e6,4.658297085788321e6,4.0122366045530136e6,4.0440275446492867e6,3.722418416325954e6,4.887403724442361e6,4.887403724442361e6,4.463345318900976e6,4.757422557501562e6
3.886963942743864e6,4.356818169575687e6,4.205323562330241e6,3.6862978697504015e6,4.218132754781828e6,4.399824365972779e6,4.5673648913494e6,4.606882539660405e6,4.872815969543832e6,3.8566867498841775e6,4.613966855457559e6,3.941588825149984e6,4.065176645240756e6,3.831361426250185e6,4.9238868221885115e6,4.9238868221885115e6,4.42100932182092e6,4.720324579072902e6
3.905390291365449e6,4.306507244449887e6,4.323847294007197e6,3.6716498758261343e6,4.211401909946566e6,4.455198281065336e6,4.418091847025192e6,4.516182028165835e6,4.915581835026024e6,3.767032949891196e6,4.674259195126798e6,3.932750585746955e6,3.9354877858322253e6,3.682859196174416e6,4.872192089934663e6,4.872192089934663e6,4.373569784740865e6,4.77565738064424e6
3.860022389987032e6,4.313469379324088e6,4.044578435684152e6,3.693860781901867e6,4.1363403351113033e6,4.475414476157896e6,4.366353122700987e6,4.478501626671266e6,4.854008660508216e6,3.8781183898982164e6,4.595054774796037e6,3.932418246343925e6,4.000584036423695e6,3.7796104160986478e6,4.762940767680813e6,4.762940767680813e6,4.354199717660809e6,4.785341852215579e6
3.8526475086086164e6,4.2589055041982895e6,4.1256762073611063e6,3.661917457977601e6,4.240186190276042e6,4.460756481250455e6,4.31518145837678e6,4.558202645176695e6,5.026631265990407e6,3.8335458599052355e6,4.602043474465275e6,3.9116717469408964e6,3.998483677015164e6,3.730627216022878e6,4.854995745426964e6,4.854995745426964e6,4.455896960580753e6,4.733783843786918e6
3.8906374272302e6,4.27267235907249e6,4.004050029038062e6,3.5352751140533336e6,4.272298955440778e6,4.522935116343014e6,4.370050014052575e6,4.528744613682126e6,4.7881353714726e6,3.7696932899122555e6,4.730950074134514e6,3.905385277537867e6,3.9255008176066335e6,3.65385807594711e6,4.834489313173114e6,4.834489313173114e6,4.548237713500698e6,4.754242455358258e6
3.966903895851784e6,4.148360103946691e6,4.0962054707150166e6,3.588674320129067e6,4.224739790605517e6,4.442781691435573e6,4.358572549728368e6,4.552023162187555e6,4.9738003569547925e6,3.7239866399192754e6,4.718091673803752e6,3.8602551981348367e6,3.9784052781981025e6,3.790019965871341e6,4.893371280919266e6,4.893371280919266e6,4.4667745764206415e6,4.638323136929598e6
3.944785454473368e6,4.346421458820892e6,4.0936618923919722e6,3.5303627062048e6,4.222828955770254e6,4.491634416528132e6,4.389057525404163e6,4.5920299806929855e6,4.811290502436984e6,3.7174071299262946e6,4.655899053472991e6,4.075405658731809e6,3.9451166187895723e6,3.694821375795572e6,4.888175468665416e6,4.888175468665416e6,4.544655299340585e6,4.668988828500937e6
3.9802236030949517e6,4.404702523695093e6,4.0318605440689265e6,3.6328126022805334e6,4.171583900934992e6,4.436998691620691e6,4.3157705210799575e6,4.618994419198415e6,4.811526867919176e6,3.7910666099333144e6,4.64474183314223e6,3.8479657893287786e6,4.0099293393810405e6,3.6804288357198024e6,5.013686986411568e6,5.013686986411568e6,4.474816892260529e6,4.638128510072276e6
4.002335841716536e6,4.330858608569293e6,4.0735476457458823e6,3.674587078356267e6,4.169956596099729e6,4.505131456713249e6,4.29380244675575e6,4.619874097703844e6,5.004563633401368e6,3.7255128599403338e6,4.736222472811469e6,4.0044255399257494e6,4.05631260997251e6,3.7482599956440344e6,4.928535714157718e6,4.928535714157718e6,4.422273815180474e6,4.934461811643614e6
3.9178408003381193e6,4.2221405034434935e6,4.033578107422837e6,3.591891884432e6,4.260193011264467e6,4.393789731805808e6,4.364832212431545e6,4.587864296209275e6,4.970776398883561e6,3.8584301099473536e6,4.552111952480708e6,3.98226139052272e6,4.03096279056398e6,3.676027335568265e6,4.914266941903869e6,4.914266941903869e6,4.455356798100418e6,4.834420173214953e6
3.875591728959704e6,4.269930958317695e6,4.237444369099792e6,3.5219555405077334e6,4.238151546429205e6,4.586392166898366e6,4.305438178107339e6,4.605188714714704e6,4.983204554365751e6,3.8362564499543733e6,4.518839392149946e6,4.036650341119691e6,4.1133543711554487e6,3.705581945492496e6,4.93203705965002e6,4.93203705965002e6,4.482769181020362e6,4.654706604786293e6
4.018771277581288e6,4.352312073191895e6,4.1849995107767466e6,3.6703372965834667e6,4.324985601593942e6,4.486958701990926e6,4.326850193783133e6,4.508250543220135e6,4.877684229847944e6,3.869938199961392e6,4.699064921819185e6,3.988401431716662e6,3.960983111746918e6,3.7884401954167276e6,4.77118327739617e6,4.77118327739617e6,4.427107273940307e6,4.721664136357633e6
3.881256126202872e6,4.220060978066095e6,4.0687604024537015e6,3.6667469726592004e6,4.31541945675868e6,4.387525237083485e6,4.307433889458927e6,4.542019701725565e6,4.991899655330136e6,3.7612878899684125e6,4.569959221488424e6,3.9823984923136327e6,3.997726362338388e6,3.6677239053409584e6,4.8952771451423215e6,4.8952771451423215e6,4.440343156860252e6,4.762820437928973e6
3.8772836048244564e6,4.358864562940296e6,4.285669044130657e6,3.568741158734933e6,4.1564330019234177e6,4.481459232176044e6,4.244070435134721e6,4.597337140230995e6,4.934579430812327e6,3.685243529975432e6,4.6101209311576625e6,3.896440092910603e6,3.8876010729298573e6,3.7403750752651896e6,4.9504732228884725e6,4.9504732228884725e6,4.625681749780196e6,4.771654319500311e6
3.9895583834460396e6,4.232851127814497e6,4.1172604158076113e6,3.679696954810666e6,4.2940189270881545e6,4.289878517268603e6,4.304042530810514e6,4.643014558736425e6,4.89030158629452e6,3.960492839982452e6,4.725418090826903e6,3.9168054435075736e6,3.947877313521326e6,3.790910905189421e6,4.834984240634623e6,4.834984240634623e6,4.494600862700139e6,4.597044291071651e6
3.8786950520676244e6,4.3716547126886975e6,4.0821108874845672e6,3.6145806208864e6,4.0701041022528927e6,4.387214872361162e6,4.300787436486308e6,4.528213997241854e6,4.972194591776712e6,3.7228363799894718e6,4.7494185904961405e6,3.848992964104544e6,4.0518171741127954e6,3.7166935351136522e6,4.814761338380774e6,4.814761338380774e6,4.438371895620084e6,4.81710802264299e6
3.893719040689208e6,4.293274317562898e6,4.075597889161522e6,3.5987985069621326e6,4.1614746374176303e6,4.2948696574537195e6,4.356506582162103e6,4.620673865747284e6,4.880000177258905e6,3.8384582999964906e6,4.52051033016538e6,3.9742644147015153e6,3.813819854704265e6,3.6640244450378832e6,4.6683675861269245e6,4.6683675861269245e6,4.365131128540028e6,4.728974644214328e6
3.961479609310792e6,4.2370092624371e6,4.1104802708384763e6,3.748597913037866e6,4.137731992582368e6,4.4296319725462785e6,4.351266777837897e6,4.628358264252714e6,4.989679122741096e6,3.8471894100035103e6,4.714345299834618e6,3.980453265298485e6,4.0076387252957337e6,3.7400779749621144e6,4.948686483873076e6,4.948686483873076e6,4.537427341459972e6,4.664374255785667e6
3.880670457932376e6,4.289619727311299e6,4.1396920525154322e6,3.6962404291135995e6,4.1528329577471055e6,4.340122057638838e6,4.1903690035136905e6,4.475848212758143e6,4.893798818223288e6,3.8190616200105296e6,4.7233187095038565e6,3.859337145895456e6,3.9343723358872035e6,3.7030030348863453e6,4.942356551619227e6,4.942356551619227e6,4.4015264443799155e6,4.715170577357007e6
3.8888897265539593e6,4.2154922821855005e6,4.0118282141923863e6,3.722137225189333e6,4.202524582911843e6,4.501819722731397e6,4.237582249189485e6,4.618776421263575e6,4.8906328237054795e6,3.695667750017549e6,4.534955239173097e6,3.928186126492427e6,4.0178980364786726e6,3.753538864810576e6,4.920148939365378e6,4.920148939365378e6,4.53299433729986e6,4.663896098928346e6
3.794754665175543e6,4.265267447059701e6,3.982632815869342e6,3.495975851265066e6,4.27348095807658e6,4.490280557823956e6,4.257860144865278e6,4.595556049769004e6,4.8559949991876725e6,3.842761500024569e6,4.642313558842335e6,4.0202845670893975e6,3.8448290870701415e6,3.6546543847348075e6,4.872707157111529e6,4.872707157111529e6,4.441891180219805e6,4.795498470499686e6
3.859679933797127e6,4.343395611933902e6,4.093217707546297e6,3.542570337340799e6,4.152203993241318e6,4.5516086029165145e6,4.390132390541073e6,4.575738038274434e6,4.911803244669864e6,3.7925183700315887e6,4.581255058511573e6,3.994434527686368e6,3.9643630976616116e6,3.701504324659039e6,4.850216014857679e6,4.850216014857679e6,4.427057593139748e6,4.865858362071025e6
3.856558002418712e6,4.398841376808102e6,4.1785684292232515e6,3.536711773416532e6,4.1528449284060556e6,4.487049328009074e6,4.418632656216865e6,4.555920026779864e6,4.922246690152056e6,3.786505920038608e6,4.621416768180812e6,3.957810348283339e6,3.96169567825308e6,3.84276975458327e6,4.83878254260383e6,4.83878254260383e6,4.450500556059693e6,4.948126513642364e6
3.808638331040296e6,4.413175291682303e6,4.1062764709002064e6,3.6326404794922657e6,4.359045113570794e6,4.348488723101633e6,4.238454841892661e6,4.588271535285294e6,4.878819435634247e6,3.7135803900456284e6,4.573684177850051e6,3.832724808880309e6,4.0335966488445504e6,3.6435156545075006e6,4.999735310349981e6,4.999735310349981e6,4.507116528979638e6,4.725032855213704e6
3.7661057296618796e6,4.2188311265565045e6,4.0147044725771616e6,3.670445535567999e6,4.1719891887355316e6,4.451212148194192e6,4.264119807568453e6,4.516000473790723e6,4.88500993111644e6,3.893280090052647e6,4.64446712751929e6,3.97160569947728e6,4.032063349436019e6,3.697170314431732e6,4.814497948096132e6,4.814497948096132e6,4.502490021899582e6,4.865708186785042e6
3.797574458283464e6,4.202827331430705e6,4.1706541642541164e6,3.658065781643733e6,4.068007553900269e6,4.43060002328675e6,4.417656803244249e6,4.423882312296154e6,4.934580516598633e6,3.702689610059667e6,4.660245257188529e6,3.8445354500742503e6,3.824687270027489e6,3.7766262043559635e6,4.823195105842282e6,4.823195105842282e6,4.501265874819526e6,4.649702778356383e6
3.757877156905047e6,4.301936716304906e6,4.111971645931072e6,3.5158292877194653e6,4.1698686990650073e6,4.542679938379309e6,4.321120338920044e6,4.456233820801583e6,4.8673367420808235e6,3.8512010100666867e6,4.683962226857767e6,3.915369140671222e6,3.8030233406189578e6,3.597786264280194e6,4.887464143588433e6,4.887464143588433e6,4.40279093773947e6,4.890747729927721e6
3.9878168855266315e6,4.371558981179107e6,4.1349457676080265e6,3.6741345937951985e6,4.1736284642297444e6,4.519232513471868e6,4.348486484595836e6,4.557483119307014e6,4.842055407563015e6,3.7476542400737065e6,4.672521476527006e6,3.856062561268192e6,3.944672691210427e6,3.7027598542044256e6,4.636447821334585e6,4.636447821334585e6,4.458272790659415e6,4.6945894214990605e6
3.839811124148215e6,4.444300076053307e6,4.234189459284981e6,3.568756999870932e6,4.230691869394482e6,4.536329878564428e6,4.30100071027163e6,4.450054337812443e6,4.814222303045208e6,3.8006160300807264e6,4.618551226196245e6,4.052216511865163e6,3.989638311801897e6,3.723525034128656e6,4.847301869080735e6,4.847301869080735e6,4.389001443579358e6,4.856813033070399e6
3.8460456827697996e6,4.285397160927507e6,4.0079407109619365e6,3.7239434759466653e6,4.20383039455922e6,4.320649113656986e6,4.291791485947425e6,4.565763666317874e6,4.8493328585274005e6,3.7841129700877457e6,4.630076405865484e6,3.962288692462134e6,4.003982692393366e6,3.7326654840528877e6,4.920076806826886e6,4.920076806826886e6,4.443065646499303e6,4.67936770464174e6
3.783949511391383e6,4.391878325801708e6,4.1182420726388916e6,3.6871801420223983e6,4.1202629197239573e6,4.488300908749545e6,4.386637771623218e6,4.693097724823303e6,4.752318434009592e6,3.8827230900947647e6,4.605593275534723e6,3.8601690830591046e6,3.9372374929848346e6,3.610248013977119e6,4.836910244573037e6,4.836910244573037e6,4.532854629419247e6,4.697841606213078e6
3.8443383000129675e6,4.261328410675908e6,4.1534079843158466e6,3.5435259980981317e6,4.152092154888695e6,4.513904173842104e6,4.2356635472990135e6,4.634436103328733e6,4.954995219491784e6,3.7791763201017855e6,4.611447855203962e6,3.9290180636560754e6,3.9340030135763036e6,3.61230021390135e6,4.801376722319188e6,4.801376722319188e6,4.427007912339191e6,4.764515607784417e6
3.927409488634551e6,4.26006817555011e6,4.100963125992801e6,3.693892464173865e6,4.102548280053433e6,4.549714518934662e6,4.339582792974806e6,4.631629891834163e6,4.888318504973976e6,3.8329887001088047e6,4.5605964348732e6,3.8399408342530457e6,3.9412591441677734e6,3.684667853825581e6,4.973387160065338e6,4.973387160065338e6,4.475968575259135e6,4.874286169355757e6
3.890547487256135e6,4.226485520424309e6,3.9971993376697563e6,3.5788748502495983e6,4.17775760521817e6,4.410019794027221e6,4.245598098650601e6,4.550569400339593e6,4.766353440456167e6,3.706192470115824e6,4.506342654542439e6,3.8600226548500163e6,3.9587223547592424e6,3.6892718237498123e6,4.79750628781149e6,4.79750628781149e6,4.3763595181790795e6,4.776229240927096e6
3.8216465958777196e6,4.282781875298511e6,4.1276313293467117e6,3.6393623063253313e6,4.0819983403829085e6,4.44611366911978e6,4.275799544326394e6,4.561656158845023e6,4.86866060593836e6,3.7687942801228436e6,4.529776094211678e6,3.9606269954469865e6,3.9174948553507123e6,3.605414433674043e6,4.89154597555764e6,4.89154597555764e6,4.482309711099025e6,4.6651299324984355e6
3.9517837644993034e6,4.257421590172712e6,4.093048861023666e6,3.595510722401065e6,4.1421805755476453e6,4.236954094212339e6,4.347679900002188e6,4.598544147350453e6,5.033911431420552e6,3.717700560129863e6,4.756217013880917e6,3.9274051760439575e6,3.8232472459421814e6,3.662471453598274e6,4.905630203303791e6,4.905630203303791e6,4.464073764018969e6,4.564804764069775e6
3.949228893120887e6,4.302093215046912e6,4.0610181627006214e6,3.577460368476798e6,4.0900849307123837e6,4.523404959304899e6,4.370793095677982e6,4.502456565855883e6,4.942000546902743e6,3.917247360136883e6,4.556228813550156e6,4.0073118266409286e6,3.8347563265336514e6,3.604131763522505e6,4.9069555810499415e6,4.9069555810499415e6,4.540536836938912e6,4.6646517756411135e6
3.8315608417424713e6,4.243843449921113e6,4.1747218843775755e6,3.459040394552531e6,4.133538895877121e6,4.490317514397456e6,4.443807571353776e6,4.556356354361312e6,4.991004072384936e6,3.6501037801439026e6,4.619923513219394e6,3.7126753472378994e6,3.8337900871251198e6,3.711657123446737e6,4.942021028796093e6,4.942021028796093e6,4.481189039858857e6,4.696168057212453e6
3.851404840364055e6,4.369037594795314e6,4.1534653260545316e6,3.7523059806282646e6,4.302880181041858e6,4.457230069490016e6,4.277806257029572e6,4.545611302866743e6,4.935668557867128e6,3.7991822401509224e6,4.479476612888633e6,3.92442344783487e6,3.8396285677165887e6,3.5583348833709676e6,4.827949696542244e6,4.827949696542244e6,4.3861164627788e6,4.746964378783793e6
3.921433648985639e6,4.279032469669514e6,4.1546076377314865e6,3.7470144767039972e6,4.202584436206596e6,4.426694394582574e6,4.415465572705365e6,4.522957991372173e6,4.80151170334932e6,3.7429849801579416e6,4.482779422557872e6,3.9371334884318407e6,3.987232048308058e6,3.7809734232951985e6,4.761794934288396e6,4.761794934288396e6,4.458326585698744e6,4.822994870355131e6
3.769458467607223e6,4.391467764543715e6,4.1458263994084415e6,3.577842632779731e6,4.070816861371334e6,4.344839789675134e6,4.322898528381159e6,4.440763379877602e6,4.984341388831511e6,3.850668060164962e6,4.73020156222711e6,4.0692096590288114e6,4.059700078899528e6,3.8147809832194294e6,4.904034722034546e6,4.904034722034546e6,4.540743788618689e6,4.646683661926471e6
3.8117013362288065e6,4.359302759417917e6,4.0908297710853964e6,3.530021628855464e6,4.1630379865360716e6,4.420911394767691e6,4.384004744056952e6,4.543997388383033e6,4.8700316343137035e6,3.698637660171981e6,4.632567691896348e6,3.864168659625782e6,3.9765101394909974e6,3.7422647931436608e6,4.785993969780697e6,4.785993969780697e6,4.434613541538633e6,4.614122163497809e6
3.9993950948503916e6,4.218829294292117e6,4.0928226727623516e6,3.5564854849311975e6,4.1560236117008086e6,4.465511169860251e6,4.2747094297327455e6,4.517091126888461e6,4.889548039795896e6,3.8012172001790004e6,4.620276351565589e6,3.895308150222752e6,4.0665570300824665e6,3.7689841030678917e6,4.882868957526848e6,4.882868957526848e6,4.3316021244585775e6,4.853465935069148e6
3.8196339734719754e6,4.268604459166317e6,3.9799859244393064e6,3.514618611006931e6,4.1280280168655463e6,4.381104794952811e6,4.25897901540854e6,4.610685115393893e6,4.821453675278087e6,3.73906581018602e6,4.660438061234827e6,3.8762628308197223e6,3.921841080673936e6,3.8464552829921227e6,4.892133175272998e6,4.892133175272998e6,4.451728817378521e6,4.7242207066404885e6
3.76150722209356e6,4.2319029740405185e6,4.1169391061162613e6,3.659881537082664e6,4.354642362030284e6,4.40840924004537e6,4.369986511084334e6,4.600223593899323e6,4.920358480760279e6,3.7251145201930394e6,4.548911220904066e6,3.961556551416694e6,3.884015941265404e6,3.7487049229163546e6,4.858867893019149e6,4.858867893019149e6,4.512881270298466e6,4.765377008211829e6
3.852517250715143e6,4.421458428914719e6,4.232344007793216e6,3.6710347731583975e6,4.212100647195022e6,4.517937385137929e6,4.262392376760129e6,4.525117232404753e6,4.966243176242471e6,3.767302170200059e6,4.529815160573306e6,3.9223806020136643e6,4.091444251856874e6,3.649536912840585e6,5.034847750765299e6,5.034847750765299e6,4.49209355321841e6,4.780165019783167e6
4.002785049336728e6,4.00340909378892e6,4.120357849470171e6,3.45508047923413e6,4.0247611923597595e6,4.452527520230486e6,4.425002332435922e6,4.593193520910182e6,4.956272461724663e6,3.740875560207079e6,4.660422940242544e6,3.9566389226106354e6,4.0048519524483443e6,3.6215349327648166e6,4.88561869851145e6,4.88561869851145e6,4.482930566138355e6,4.737396441354507e6
3.8372004279583106e6,4.274054128663121e6,4.0285023211471266e6,3.623592865309863e6,4.137680007524497e6,4.396757675323046e6,4.330450578111717e6,4.540769559415611e6,4.890729867206855e6,3.8403362702140985e6,4.584337349911782e6,3.9305053532076054e6,3.904366683039813e6,3.7647850726890475e6,4.973420726257601e6,4.973420726257601e6,4.546918319058299e6,4.735456182925846e6
3.807993736579895e6,4.479487263537322e6,4.148727232824081e6,3.510843491385597e6,4.1913410526892347e6,4.436253910415605e6,4.30224484378751e6,4.515280947921042e6,4.984531132689048e6,3.7764837002211185e6,4.538589469581021e6,3.966748383804577e6,4.0610431236312822e6,3.691134762613279e6,4.944124864003753e6,4.944124864003753e6,4.597580161978243e6,4.729546504497184e6
3.737675195201479e6,4.207455878411522e6,4.081538814501036e6,3.62576870746133e6,4.099551207853973e6,4.343625165508163e6,4.388585229463303e6,4.592146666426471e6,4.9223908981712395e6,3.9391716002281383e6,4.613341839250259e6,3.902338264401547e6,3.9815390742227514e6,3.6824128225375097e6,4.986845621749903e6,4.986845621749903e6,4.645690234898188e6,4.724487416068524e6
3.926219543823063e6,4.358451253285723e6,4.0744587561779907e6,3.549878233537064e6,4.1174874730187105e6,4.470732170600723e6,4.335428855139098e6,4.583102794931903e6,4.855714183653431e6,3.8381766002351576e6,4.684124788919498e6,4.0162685149985184e6,3.9839751948142205e6,3.616134292461741e6,4.871640169496054e6,4.871640169496054e6,4.60505541781813e6,4.664423507639863e6
3.7461748924446474e6,4.265610828159922e6,4.100268177854947e6,3.601292729612797e6,4.1320213781834478e6,4.4535224056932805e6,4.1050662308148923e6,4.706183903437331e6,4.757849169135624e6,3.7765922702421774e6,4.576567368588737e6,3.9634831255954877e6,3.9132605754056894e6,3.782633892385972e6,4.908406797242206e6,4.908406797242206e6,4.516787560738075e6,4.773627009211203e6
3.8425719910662305e6,4.187513963034123e6,4.214538959531901e6,3.6198177456885297e6,4.1522258833481856e6,4.51456692078584e6,4.292343296490686e6,4.583444501942762e6,4.809687994617816e6,3.7626409802491968e6,4.643097368257976e6,4.0638039361924594e6,4.038748715997159e6,3.627894002310203e6,4.806810784988355e6,4.806810784988355e6,4.47189979365802e6,4.744751400782542e6
3.7989052696878146e6,4.255435047908324e6,4.1822247312088567e6,3.657906331764263e6,4.141525618512923e6,4.375439255878398e6,4.272076402166479e6,4.589711250448192e6,4.892431590100007e6,3.707010780256216e6,4.690063797927215e6,3.9412701667894297e6,3.9062245565886283e6,3.823030132234434e6,4.793392602734506e6,4.793392602734506e6,4.410000226577964e6,4.868414932353881e6
3.939249518309399e6,4.2008711727825245e6,3.9945360628858106e6,3.5939241178399962e6,4.01826394367766e6,4.489220350970958e6,4.379398007842273e6,4.551180258953621e6,4.942852765582199e6,3.6785994602632355e6,4.565778107596453e6,3.800023417386401e6,3.891081817180097e6,3.7465445221586656e6,4.913233520480657e6,4.913233520480657e6,4.455842059497908e6,4.78311685392522e6
3.8839580669309827e6,4.1083142776567256e6,4.0050348645627657e6,3.577291413915729e6,4.1484780888423976e6,4.370223316063518e6,4.202339023518068e6,4.677663727459051e6,5.101582401064391e6,3.7389330302702556e6,4.608208057265692e6,3.8663206279833713e6,3.850704907771567e6,3.818061572082897e6,5.069082748226807e6,5.069082748226807e6,4.598084092417852e6,4.693849355496559e6
3.9551209955525673e6,4.304957982530926e6,4.026591336239721e6,3.535708069991463e6,4.1250189740071357e6,4.479184401156075e6,4.346235999193862e6,4.543866655964481e6,4.804112266546584e6,3.8953832702772752e6,4.586560226934932e6,3.9516143485803423e6,4.0153201883630366e6,3.689973502007127e6,4.8832783259729585e6,4.8832783259729585e6,4.368618295337797e6,4.7429444970678985e6
3.9091860341741513e6,4.169304527405127e6,3.9730123579166755e6,3.483917646067196e6,4.1185716591718732e6,4.322477876248634e6,4.272098404869655e6,4.583873474469911e6,4.879200552028775e6,3.7955223902842947e6,4.54591588660417e6,3.888905409177312e6,3.9295784789545056e6,3.763758791931359e6,4.891124893719109e6,4.891124893719109e6,4.587696958257741e6,4.852998588639238e6
