x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
3.7428332554488247e6,4.301441417123646e6,4.059664701712943e6,3.634064985206406e6,4.16096366489757e6,4.442039970419246e6,4.18455288080176e6,4.4724451893346105e6,4.909952970612313e6,3.781648139463e6,4.7407236553032305e6,3.893198459331744e6,4.029019049752598e6,3.5882962407963187e6,4.818562927419461e6,4.818562927419461e6,4.397207356624267e6,4.800164714792547e6
3.8517056740704095e6,4.440528531997846e6,4.245668573389898e6,3.572351011282139e6,4.150830460062308e6,4.381450115511804e6,4.351699316477555e6,4.581066267840041e6,4.828532696094505e6,3.71921321947002e6,4.657266284972469e6,3.904774379928714e6,3.875513670344068e6,3.65499328072055e6,4.923376755165611e6,4.923376755165611e6,4.511663449544212e6,4.808998596363885e6
3.9033050326919933e6,4.306292726872047e6,4.154380105066854e6,3.6855750473578726e6,4.0749182952270457e6,4.417260460604364e6,4.253745202153347e6,4.569754156345471e6,5.000021181576697e6,3.9040164594770395e6,4.632499624641708e6,4.051877640525685e6,4.050336030935537e6,3.685682010644781e6,4.779251242911763e6,4.779251242911763e6,4.4466450524641555e6,4.799686557935225e6
3.792158171313578e6,4.400298571746248e6,4.0735822467438085e6,3.536533833433606e6,4.110433420391783e6,4.351567065696921e6,4.359365627829143e6,4.4331217848509e6,4.901589107058888e6,3.679685909484059e6,4.674362514310946e6,3.855626071122655e6,4.041147421527006e6,3.771375560569012e6,4.828493190657914e6,4.828493190657914e6,4.5194222353841e6,4.675544869506564e6
3.8023621499351608e6,4.2090732366204485e6,4.056862168420763e6,3.7019273895093384e6,4.0861237155565205e6,4.473854060789481e6,4.432380103504936e6,4.74106445335633e6,4.934431422541081e6,3.709965299491079e6,4.674830023980185e6,3.9494256917196265e6,4.044150602118476e6,3.7028287904932434e6,4.823013848404065e6,4.823013848404065e6,4.495515688304044e6,4.743920051077902e6
3.8474403185567455e6,4.317539111494647e6,4.026249120097718e6,3.594565085585072e6,4.098389380721258e6,4.39880417588204e6,4.287360009180731e6,4.57806379186176e6,4.953664298023273e6,3.806023649498098e6,4.470588873649424e6,3.944556872316597e6,3.9986701527099446e6,3.825381240417474e6,4.998993706150215e6,4.998993706150215e6,4.513855111223989e6,4.793865782649242e6
3.8848631771783293e6,4.335842446368849e6,4.1308798817746737e6,3.679152591660806e6,4.2762365658859955e6,4.385847360974599e6,4.452521734856524e6,4.554843420367191e6,4.9091029235054655e6,3.811352399505118e6,4.587870743318663e6,3.9255115529135675e6,3.9665156133014145e6,3.847280540341705e6,4.868477633896366e6,4.868477633896366e6,4.397801314143933e6,4.760737224220581e6
3.833541145799913e6,4.432683591243051e6,4.1470492834516275e6,3.595323277736539e6,4.149856061050733e6,4.434700086067158e6,4.1750931305323183e6,4.58606080887262e6,4.886373358987657e6,3.676617329512138e6,4.643626602987902e6,3.827644893510538e6,3.8861609738928834e6,3.6267616902659363e6,4.878592441642516e6,4.878592441642516e6,4.553085727063877e6,4.87079131579192e6
3.7765485144214965e6,4.288524236117251e6,4.0092618951285826e6,3.630009503812272e6,4.0742274262154712e6,4.4061491211597165e6,4.274759426208113e6,4.56680985737805e6,4.873567344469848e6,3.591216479519157e6,4.693144802657141e6,3.87211029410751e6,4.075159834484353e6,3.7391070601901673e6,4.953352089388668e6,4.953352089388668e6,4.518121509983821e6,4.81980036736326e6
3.8244619830430816e6,4.299739320991452e6,4.054067826805538e6,3.6326568398880055e6,4.184878001380209e6,4.345275736252275e6,4.304677341883906e6,4.46335049588348e6,4.901022589952041e6,3.7017348595261765e6,4.56630734232638e6,3.91175568470448e6,4.009265225075823e6,3.602513090114399e6,4.848920777134818e6,4.848920777134818e6,4.417945392903765e6,4.8235307089345995e6
3.8238918216646644e6,4.339023875865651e6,4.003040618482494e6,3.6911595859637386e6,4.043186876544947e6,4.481455701344834e6,4.5137862175597e6,4.534829144388909e6,4.8632659354342325e6,3.7490260495331963e6,4.668278591995618e6,3.8887409453014503e6,3.912749375667291e6,3.6343359400386303e6,4.938991044880969e6,4.938991044880969e6,4.61859460582371e6,4.715833760505938e6
3.8255899002862494e6,4.235692840739853e6,4.0920772301594485e6,3.6104491020394717e6,4.216497581709685e6,4.470767126437393e6,4.266128263235494e6,4.470780452894339e6,5.016041440916425e6,3.919085729540216e6,4.618561291664857e6,3.998418245898421e6,4.064038746258761e6,3.644043449962861e6,4.82151735262712e6,4.82151735262712e6,4.534012638743654e6,4.851122022077277e6
3.879457498907833e6,4.1493736056140536e6,3.954856901836403e6,3.640031788115205e6,4.0348287268744223e6,4.426622011529952e6,4.323265058911288e6,4.471660131399769e6,4.853531586398617e6,3.8960614795472356e6,4.601449941334096e6,3.959525826495392e6,3.8586473768502306e6,3.7637605998870917e6,4.88096638037327e6,4.88096638037327e6,4.415690601663598e6,4.674243753648617e6
3.9163132975294176e6,4.362178520488255e6,4.067426503513358e6,3.607804934190938e6,4.1726981820391594e6,4.34760270662251e6,4.369344184587082e6,4.6330177899052e6,4.873331521880809e6,3.763878179554255e6,4.576399751003334e6,3.948986407092362e6,4.049630947441699e6,3.762693969811323e6,4.965082518119421e6,4.965082518119421e6,4.514269014583542e6,4.779477835219957e6
3.897030156151001e6,4.345891195362454e6,4.190486715190313e6,3.6183911102666715e6,4.0953683672038964e6,4.32415528171507e6,4.303712490262876e6,4.604977408410629e6,4.797581847363001e6,3.887722469561275e6,4.672983930672574e6,3.957727027689333e6,3.9740963180331686e6,3.754255559735554e6,4.868873575865572e6,4.868873575865572e6,4.415227017503486e6,4.669512646791295e6
3.7958068447725847e6,4.2493648802366555e6,3.984935656867268e6,3.624440806342405e6,4.249682562368634e6,4.372157416807627e6,4.24290080593867e6,4.594232356916059e6,4.868700712845193e6,3.764612129568294e6,4.627519580341811e6,3.828672068286304e6,3.757647278624638e6,3.6502675396597856e6,4.792795263611724e6,4.792795263611724e6,4.41938994042343e6,4.770777308362634e6
3.7745389933941686e6,4.307645945110857e6,4.155912438544224e6,3.7206530424181377e6,4.267051767533373e6,4.383300651900187e6,4.217813901614464e6,4.473194135421489e6,4.836047598327385e6,3.832884539575313e6,4.725237880011051e6,4.048642538883275e6,3.9078025292161074e6,3.709309269584017e6,4.819638341357875e6,4.819638341357875e6,4.494151833343375e6,4.690299239933973e6
3.9282091520157526e6,4.240606749985057e6,4.064340440221178e6,3.5245458484938713e6,3.9628979526981097e6,4.3575849869927475e6,4.321449617290258e6,4.623494123926919e6,4.872575803809577e6,3.8234697295823335e6,4.51844495968029e6,3.949074699480246e6,3.992178819807577e6,3.723269729508248e6,4.784955409104026e6,4.784955409104026e6,4.40645103626332e6,4.735708491505314e6
3.887944790637337e6,4.377142094859258e6,4.1423193818981335e6,3.5799297645696043e6,4.173634617862848e6,4.558409792085306e6,4.329252192966052e6,4.564548972432349e6,4.886138079291768e6,3.857718539589353e6,4.6209832693495285e6,3.9288952600772153e6,4.084210420399046e6,3.7125630794324786e6,4.853760926850176e6,4.853760926850176e6,4.439250489183264e6,4.745960023076653e6
3.9582571292589214e6,4.235818039733458e6,4.139492273575088e6,3.611213630645338e6,4.1581143430275857e6,4.401703267177864e6,4.319759438641846e6,4.490576730937779e6,4.881554434773962e6,3.8403648895963724e6,4.6248531390187675e6,3.9053134606741867e6,3.864359020990515e6,3.7548765393567104e6,4.959141814596327e6,4.959141814596327e6,4.500119412103207e6,4.744303294647992e6
3.9151574678805047e6,4.255255494607659e6,3.9869613252520435e6,3.6149950867210715e6,4.237576618192323e6,4.458494832270423e6,4.37462799431764e6,4.58643895944321e6,4.943316810256153e6,3.8244288896033927e6,4.699038448688007e6,3.9988295512711573e6,3.8809716415819842e6,3.645217919280941e6,4.941470682342478e6,4.941470682342478e6,4.331329035023151e6,4.836778526219331e6
3.8825484165020892e6,4.369959029481861e6,4.155102806928998e6,3.569725852796804e6,4.231412833357061e6,4.404426167362982e6,4.333379879993435e6,4.637786977948639e6,5.038819255738345e6,3.842800019610412e6,4.524000888357245e6,3.9352700218681274e6,4.024889232173454e6,3.809449279205172e6,4.874181800088629e6,4.874181800088629e6,4.352220227943096e6,4.69080502779067e6
3.8215863651236724e6,4.405274164356061e6,4.255480618605953e6,3.676428698872538e6,4.1719454085217984e6,4.46206832245554e6,4.457429755669229e6,4.522986416454068e6,4.860148191220537e6,3.6987084596174313e6,4.712165258026484e6,3.875112852465099e6,4.0928207827649224e6,3.6785259091294035e6,4.805191737834779e6,4.805191737834779e6,4.41620798086304e6,4.837434489362009e6
3.9647659137452566e6,4.316970219230262e6,4.145762700282908e6,3.6013888149482715e6,4.250273563686536e6,4.366320747548099e6,4.425254601345022e6,4.566679124959499e6,4.901496406702728e6,3.7559231996244513e6,4.555840677695723e6,3.886688773062069e6,4.028343823356392e6,3.755713559053634e6,4.95678801558093e6,4.95678801558093e6,4.451842733782983e6,4.813662420933349e6
3.9049379823668404e6,4.278567554104462e6,4.1191190719598625e6,3.661025681024004e6,4.192790848851273e6,4.478117132640659e6,4.269176837020815e6,4.605268293464929e6,4.900031592184921e6,3.789037889631471e6,4.706862617364961e6,4.02103318365904e6,4.012066963947862e6,3.745290438977865e6,4.82400370332708e6,4.82400370332708e6,4.465929206702929e6,4.720425502504688e6
3.9517173309884253e6,4.363216908978662e6,4.178668563636818e6,3.6083846670997366e6,4.1126257340160115e6,4.493796847733217e6,4.40655262269661e6,4.655482191970359e6,4.947333937667114e6,3.873755039638491e6,4.675574767034201e6,3.9914972542560105e6,4.0042960045393305e6,3.691487228902096e6,5.018696541073232e6,5.018696541073232e6,4.485402749622873e6,4.882365584076027e6
3.796056259610009e6,4.302415373852864e6,4.186899125313773e6,3.6385344131754707e6,4.1339643591807485e6,4.486227102825777e6,4.376645708372404e6,4.623472390475788e6,5.003142183149305e6,3.74809292964551e6,4.69333760670344e6,3.832388114852981e6,3.9656202751307995e6,3.750528958826327e6,4.883927518819383e6,4.883927518819383e6,4.422652592542817e6,4.665793115647367e6
3.7770566482315925e6,4.456246048727064e6,4.1891755569907282e6,3.6247370092512034e6,4.253687894345487e6,4.488864437918334e6,4.370271784048199e6,4.542695428981219e6,4.9251242686314965e6,3.7707170096525294e6,4.636815586372677e6,3.994234935449952e6,3.9791140657222695e6,3.725362278750559e6,4.863704616565534e6,4.863704616565534e6,4.624435925462762e6,4.612817457218706e6
3.7900959268531767e6,4.227878283601265e6,4.1934366986676827e6,3.5888242653269367e6,4.1567945095102247e6,4.487532353010894e6,4.333843679723992e6,4.592625797486648e6,4.813366284113688e6,3.7638539696595496e6,4.607228916041917e6,4.018569706046922e6,3.877494676313739e6,3.7563345386747895e6,4.939881914311685e6,4.939881914311685e6,4.408863098382705e6,4.869173028790045e6
3.9173977954747602e6,4.264611068475466e6,4.1418424303446384e6,3.5653868414026704e6,4.104698864674962e6,4.413049528103453e6,4.313293255399787e6,4.585850165992078e6,4.9925100795958815e6,3.8562264296665685e6,4.570553995711155e6,4.014835006643893e6,3.9425909269052083e6,3.7405243485990204e6,4.858416532057836e6,4.858416532057836e6,4.44393079130265e6,4.719230110361384e6
3.8666428240963444e6,4.230461353349667e6,4.1537588820215925e6,3.6102801474784035e6,4.326776729839699e6,4.417388043196012e6,4.321662891075579e6,4.555258014497507e6,4.967512275078072e6,3.903517619673589e6,4.672241715380395e6,3.9801955372408642e6,3.910719917496677e6,3.766393068523252e6,4.871933699803986e6,4.871933699803986e6,4.464254924222592e6,4.788172351932723e6
3.9953623427179283e6,4.268044728223866e6,4.152632953698548e6,3.604421583554137e6,4.145958465004436e6,4.410952418288571e6,4.381634986751374e6,4.496879923002938e6,5.005741660560264e6,3.8132967596806083e6,4.680931595049633e6,3.867868847837835e6,3.9511490580881466e6,3.7137239784474834e6,5.051315917550137e6,5.051315917550137e6,4.463030777142538e6,4.913253533504063e6
3.9182390813395125e6,4.378495313098067e6,4.197438885375503e6,3.57134413962987e6,4.264831410169175e6,4.46178985338113e6,4.360517502427167e6,4.533200851508368e6,4.877822466042457e6,3.936290459687628e6,4.726763904718872e6,4.008734448434805e6,3.983922888679616e6,3.6624725383717143e6,4.810790205296288e6,4.810790205296288e6,4.529003240062483e6,4.779471825075402e6
3.857560559961097e6,4.307770227972268e6,4.1112539570524576e6,3.706683515705603e6,4.253847615333913e6,4.493914308473689e6,4.415386058102962e6,4.632181910013798e6,5.016705001524648e6,3.7085575496946475e6,4.646425364388111e6,3.987987949031776e6,4.0439155992710856e6,3.772833198295946e6,4.871373353042439e6,4.871373353042439e6,4.516721422982426e6,4.683683136646741e6
3.834024468582681e6,4.343652422846469e6,4.1665504987294134e6,3.6132141817813367e6,4.234924980498649e6,4.492582223566247e6,4.254488283778757e6,4.516814288519229e6,4.897291707006841e6,3.789872339701667e6,4.74017424405735e6,4.0520169196287463e6,4.093701229862554e6,3.691527578220176e6,4.940178870788589e6,4.940178870788589e6,4.35643694590237e6,4.84108673821808e6
3.8853402972042644e6,4.35855339772067e6,3.9445547004063674e6,3.64336392785707e6,4.272424815663388e6,4.468000678658807e6,4.42191824945455e6,4.566177597024657e6,4.848477382489033e6,3.742748039708686e6,4.674012203726588e6,4.0341057202257174e6,4.0082430504540233e6,3.815781208144408e6,4.89869121853474e6,4.89869121853474e6,4.493291908822315e6,4.794915799789419e6
3.898379575825848e6,4.23735997259487e6,4.285082422083323e6,3.756587963932803e6,4.144910190828125e6,4.496155713751365e6,4.368761875130344e6,4.617242085530088e6,4.898615027971226e6,3.7781309697157065e6,4.597076023395827e6,3.9733814908226873e6,3.8828071410454935e6,3.7265367480686386e6,4.930070776280892e6,4.930070776280892e6,4.541969041742259e6,4.75299781136076e6
3.9638719044474326e6,4.375880027469071e6,4.202299853760278e6,3.695157520008536e6,4.181842965992863e6,4.546709618843924e6,4.471547000806138e6,4.5038591740355175e6,4.913311423453417e6,3.861430469722726e6,4.634969493065067e6,4.090430571419658e6,4.022755311636962e6,3.790398487992869e6,4.922606724027042e6,4.922606724027042e6,4.477801234662204e6,4.680458582932098e6
3.872572143069016e6,4.267728982343271e6,4.1234867054372327e6,3.5702163560842695e6,4.244009911157601e6,4.504832743936483e6,4.4354024264819315e6,4.489995292540947e6,4.756755698935608e6,3.8358544497297453e6,4.700081842734305e6,3.98660978201663e6,4.008463162228432e6,3.7337599779171012e6,4.881686131773193e6,4.881686131773193e6,4.543773697582148e6,4.878974034503438e6
3.8739866916906005e6,4.4941433372174725e6,4.160353797114188e6,3.5300506621600026e6,4.307310976322338e6,4.582321999029041e6,4.387916652157726e6,4.606838741046377e6,4.945823044417801e6,3.745917119736765e6,4.615490352403544e6,3.9596256226136e6,3.8892649128199015e6,3.726172157841332e6,5.006347059519344e6,5.006347059519344e6,4.565231950502093e6,4.7222263960747775e6
3.9065895403121845e6,4.346865152091674e6,4.060275898791142e6,3.511149718235736e6,4.0947373514870754e6,4.405768374121601e6,4.381259197833519e6,4.619626679551807e6,4.885667519899991e6,3.8017142097437847e6,4.575413072072782e6,3.986228633210571e6,3.90105752341137e6,3.7650832577655627e6,4.887172187265495e6,4.887172187265495e6,4.5203441834220365e6,4.790885107646116e6
3.927851188933769e6,4.350708456965874e6,4.1708607904680977e6,3.685899764311469e6,4.206805576651813e6,4.48552586921416e6,4.460511333509314e6,4.619372238057238e6,4.883635645382184e6,3.7801076097508045e6,4.619544201742021e6,3.856606613807541e6,3.9970585440028394e6,3.753526017689795e6,4.872336355011646e6,4.872336355011646e6,4.63026379634198e6,4.791780149217455e6
3.871425617555353e6,4.221292661840074e6,4.1076417921450525e6,3.6372281703872024e6,4.2190712418165505e6,4.536930364306719e6,4.253681699185107e6,4.604374236562667e6,4.986509870864377e6,3.827682329757824e6,4.722082511411259e6,4.061549994404512e6,3.9561145745943086e6,3.8587831376140257e6,4.888405292757796e6,4.888405292757796e6,4.422913339261924e6,4.761203360788794e6
