comb
0.451197
0.347411
0.157411
0.139277
0.233882
0.442955
0.734851
0.635953
0.611938
0.786712
0.681908
0.349838
0.221773
0.351383
0.12961
0.042442
0.455788
0.847189
0.688824
0.585452
0.83048
0.687357
0.187267
0.415944
0.863978
0.447996
0.280996
0.533267
0.595662
0.668929
0.824431
0.882262
0.455245
0.453252
0.381308
0.164224
0.259514
0.395353
0.479283
0.679292
0.951275
0.672721
0.221512
0.356421
0.856262
0.988842
0.841596
0.608575
0.279724
0.193825
0.169853
0.3176
0.709352
0.886631
0.979412
0.660351
0.432655
0.415356
0.413105
0.754557
0.825326
0.393714
0.261383
0.410903
0.573216
0.803369
0.66994
0.356637
0.528452
0.65276
0.758992
0.775998
0.386115
0.471809
0.382307
0.16042
0.139907
0.0
0.197465
0.417777
0.23345
0.159622
0.460552
0.484284
0.170123
0.180459
0.45075
0.594911
0.340381
0.204782
0.612766
0.61012
0.656967
0.710114
0.332718
0.118647
0.253195
0.603843
0.771131
0.408185
0.346619
0.333168
0.273861
0.629697
0.355767
0.037654
0.497096
0.881152
0.536376
0.114689
0.036559
0.186568
0.340117
0.190246
0.463282
0.842841
0.576187
0.600663
0.741764
0.477384
0.639595
0.990972
0.49096
0.06363
0.178254
0.61465
0.999937
0.604026
0.227888
0.532877
0.548062
0.484389
0.609502
0.764104
0.66616
0.513687
0.373573
0.262667
0.420135
0.683573
0.673195
0.385215
0.593189
0.617096
0.480852
0.554065
0.571494
0.51964
0.381548
0.253375
0.628812
0.929154
0.771029
0.341875
0.306886
0.480822
0.173915
0.406586
0.846454
0.692868
0.733987
0.747702
0.343582
0.405977
0.746568
0.79156
0.600324
0.671605
0.927114
0.603528
0.250114
0.477936
0.431629
0.081587
0.0
0.0
0.394884
0.426805
0.204332
0.201575
0.03988
0.07604
0.5652
0.9124
0.800819
0.591458
0.430711
0.227738
0.11577
0.237927
0.492397
0.42195
0.136121
0.187693
0.126913
0.236658
0.400018
0.687087
0.931287
0.497357
0.275182
0.628062
0.419097
0.232877
0.579622
0.799694
0.558935
0.403846
0.797909
0.795341
0.795263
0.999943
0.871599
0.796541
0.504452
0.418362
0.66514
0.671944
0.540228
0.330846
0.13607
0.21724
0.365368
0.396592
0.323981
0.29219
0.497849
0.611755
0.454689
0.505911
0.881959
0.725665
0.31468
0.509331
0.519322
0.160822
0.305503
0.421554
0.6776
0.999733
0.999967
0.903696
0.70024
0.467174
0.255272
0.275695
0.258305
0.367285
0.402955
0.102718
0.277132
0.777135
0.619535
0.619505
0.999883
0.778284
0.421557
0.293078
0.308626
0.542319
0.383522
0.0
0.298155
0.60718
0.536817
0.313237
0.08541
