comb
0.316337
0.390267
0.567243
0.543114
0.55261
0.527834
0.277819
0.152034
0.391776
0.50258
0.752571
0.999964
0.989196
0.739199
0.527483
0.527522
0.538338
0.721404
0.683051
0.511335
0.44679
0.513741
0.677549
0.599232
0.413783
0.299541
0.221506
0.276505
0.474923
0.589091
0.753393
0.948416
0.874197
0.744044
0.651353
0.651344
0.777087
0.907288
0.999994
0.79051
0.540465
0.422991
0.336148
0.545626
0.795629
0.783381
0.620267
0.370276
0.368734
0.498449
0.55021
0.672454
0.423993
0.346748
0.352235
0.48
0.60985
0.43709
0.445503
0.237885
0.108083
0.129334
0.063636
0.214686
0.46468
0.693408
0.895065
0.743012
0.743021
0.742937
0.722019
0.680582
0.561023
0.537795
0.357243
0.581638
0.70105
0.609496
0.741563
0.76718
0.557234
0.550243
0.418134
0.174719
0.134701
0.00661
0.009859
0.157738
0.40778
0.657765
0.904512
0.769751
0.626688
0.614134
0.597222
0.813186
0.763153
0.668752
0.577216
0.591581
0.591398
0.46495
0.40544
0.247
0.318404
0.301917
0.219637
0.128182
0.0
0.0
0.191872
0.325083
0.327996
0.390954
0.326556
0.32261
0.397405
0.584398
0.673897
0.545161
0.467408
0.402961
0.436031
0.576451
0.701665
0.76601
0.766049
0.875224
0.945443
0.935068
0.935086
0.935035
0.989604
0.999928
0.999946
0.999997
0.999904
0.999985
0.999988
0.999964
0.999976
0.999928
0.815602
0.758395
0.539442
0.355581
0.460369
0.281434
0.452316
0.636196
0.602109
0.838152
0.886259
0.886268
0.999937
0.999985
0.779481
0.615188
0.609973
0.437717
0.492742
0.657009
0.503945
0.426148
0.515878
0.26589
0.174275
0.174275
0.0
0.018473
0.268488
0.348437
0.348437
0.329946
0.082346
0.113384
0.363366
0.613414
0.66402
0.661329
0.515422
0.343087
0.540015
0.62078
0.562139
0.560306
0.310309
0.121179
0.25943
0.342406
0.342406
0.420786
0.237051
0.159712
0.205533
0.183336
0.183336
0.289871
0.384578
0.451785
0.61009
0.553144
0.662496
0.789226
0.880966
0.931029
0.681047
0.446106
0.196148
0.019274
0.019274
0.21979
0.405179
0.484257
0.504428
0.394038
0.456787
0.373333
0.412208
0.490645
0.492595
0.742613
0.933681
0.841089
0.84108
0.597966
0.374464
0.283357
0.037363
0.23865
0.456352
0.456352
0.561557
0.545662
0.511191
0.61664
0.542775
0.350507
0.281395
0.37366
0.338305
0.507393
0.529544
0.414542
0.414542
0.465518
0.552763
0.720069
0.970072
0.999904
0.999949
0.765878
0.601863
0.602022
0.552097
0.782052
0.945944
0.945926
0.99586
0.807882
0.619496
0.61949
0.619487
0.711716
0.823954
0.573885
0.341143
0.391317
0.46754
0.717501
0.887894
0.687501
0.43754
0.393549
0.369478
0.616598
0.734392
0.538989
0.434782
0.192334
0.230804
0.234203
0.175062
0.17033
0.01408
0.0
0.0
0.03234
0.200249
0.200249
0.200249
0.204629
0.059193
0.283033
0.342652
0.555809
0.763732
0.678017
0.664425
0.543711
0.563657
0.645281
0.785818
0.788293
0.749376
0.529625
0.354698
0.271662
0.260696
0.289991
0.528251
0.729229
0.560762
0.719103
0.719085
0.719133
0.829862
0.64213
0.392127
0.260333
0.368152
0.618221
0.80985
0.941623
0.941677
0.941686
0.999946
0.859589
0.636091
0.587051
0.587105
0.727465
0.916574
0.826043
0.576055
0.325968
0.291392
0.180879
0.194338
0.444302
0.487801
0.510414
0.576646
0.49646
0.522253
0.584734
0.539847
0.619847
0.619871
0.784824
0.999937
0.826136
0.826178
0.745017
0.495002
0.4188
0.255041
0.332589
0.419499
0.669448
0.833039
0.740885
0.732085
0.732088
0.732064
0.600201
0.522031
0.423195
0.173198
0.249397
0.428248
0.386982
0.636952
0.782214
0.85345
0.905134
0.655182
0.411587
0.172946
0.145476
0.39547
0.645488
0.684872
0.550678
0.30372
0.053696
0.087195
0.259136
0.256085
0.289445
0.443474
0.338149
0.461278
0.427831
0.189652
0.123129
0.0
0.015044
0.150282
0.150282
0.150282
0.196565
0.121977
0.372013
0.621998
0.700669
0.691455
0.691446
0.478374
0.565767
0.722949
0.722955
0.839649
0.738758
0.53
0.331044
0.420231
0.293777
0.349307
0.548296
0.555593
0.62426
0.790687
0.790765
0.790741
0.839796
0.704365
0.674287
0.453783
0.336199
0.249421
0.039547
0.227612
0.470552
0.470552
0.483063
0.452301
0.39709
0.404044
0.381458
0.281383
0.192127
0.435074
0.615812
0.656442
0.772919
0.772874
0.737684
0.609988
0.395287
0.194056
0.298809
0.548854
0.798857
0.999919
0.999937
0.999958
0.999868
0.999958
0.918758
0.918779
0.918704
0.838368
0.7079
0.458014
0.208011
0.229016
0.227126
0.477111
0.497513
0.306805
0.340723
0.236556
0.349664
0.380135
0.309772
0.163666
0.047867
0.064449
0.064449
0.064449
0.072772
0.27571
0.525722
0.649664
0.623726
0.373882
0.206004
0.282697
0.433045
0.663549
0.604299
0.403783
0.272289
0.291647
0.518809
0.768797
0.873177
0.871365
0.753378
0.503414
0.380195
0.308668
0.357348
0.410093
0.660087
0.499367
0.450066
0.539649
0.328884
0.312643
0.308077
0.291629
0.252391
0.252391
0.359427
0.269418
0.341164
0.398593
0.164758
0.129175
0.160195
0.352781
0.451938
0.51517
0.433162
0.432997
0.584014
0.569136
0.548254
0.298218
0.048236
0.213834
0.463807
0.614275
0.614275
0.472268
0.222298
0.071947
0.078329
0.256397
0.506397
0.655308
0.856427
0.856262
0.729949
0.586976
0.62943
0.505962
0.395599
0.389565
0.139613
0.013069
0.0
0.0
0.119358
0.177672
0.26189
0.511881
0.558026
0.672094
0.775245
0.761644
0.846211
0.923756
0.860681
0.787333
0.55477
0.304809
0.180498
0.167606
0.3033
0.3033
0.493048
0.592445
0.577996
0.593393
0.403624
0.228644
0.193471
0.428056
0.678056
0.673249
0.592106
0.592382
0.549898
0.712841
0.940552
0.940609
0.983087
0.999868
0.999952
0.894668
0.722049
0.599583
0.449517
0.30486
0.227537
0.124797
0.024917
0.024917
0.093711
0.318866
0.335653
0.335653
0.340831
0.302433
0.448401
0.698368
0.874128
0.695893
0.696442
0.696553
0.696532
0.913324
0.999832
0.999976
0.960621
0.956103
0.840003
