multiplier,avg_fraction_on_state,std_fraction_on_state,avg_total_changes,std_total_changes,avg_frequency_changes_per_hour,std_frequency_changes_per_hour
1,0.5310131077683312,0.018033496333120277,715.6,22.65612499965517,9.938888888888888,0.3146684027729889
