multiplier,avg_fraction_on_state,std_fraction_on_state,avg_total_changes,std_total_changes,avg_frequency_changes_per_hour,std_frequency_changes_per_hour
10.0,0.16202985155168467,0.004405199936430116,1193.6,22.38972978845435,16.577777777777776,0.3109684692840878
100.0,0.16761663637627344,0.0021358219510444715,12002.0,168.9600544507488,166.69444444444446,2.3466674229270623
1000.0,0.1659863191912379,0.00113572419064813,119636.2,565.8482128627783,1661.613888888889,7.8590029564275214
10000.0,0.1666398585572964,0.0001669457044130276,1.2001206e6,948.2298244624033,16668.341666666667,13.169858673089884
100000.0,0.16669907307136167,9.21248752635734e-5,1.20013884e7,2559.737252141321,166685.95,35.55190627974747
1.0e6,0.166656561371239,2.4805658331391765e-5,1.199969424e8,11327.309689418755,1.6666242e6,157.32374568635757
